🔒 Row ID,Permit #,Permit Type,Permit Description,Project #,Permit Target Date,Permit Submittal Date,Permit Agency Comments 1 Date,Permit Resubmittal 1 Date,Permit Agency Comments 2 Date,Permit Resubmittal 2 Date,Permit Approval Date,Permit Expiration Date,Notes,TargetAlerts/Removal Flag,SubmittalAlerts/Removal Flag,SubmittalAlertsOLD/Submittal Alert Sent Date,AgencyCommentsAlerts/Comments 1 Removal Flag,AgencyCommentsAlerts/Comments 2 Removal Flag,AgencyCommentsAlertsOLD/Agency Comments 1a Sent Date,AgencyCommentsAlertsOLD/Agency Comments 1b Sent Date,AgencyCommentsAlertsOLD/Agency Comments 2a Sent Date,AgencyCommentsAlertsOLD/Agency Comments 2b Sent Date,ExpirationAlerts/Removal Flag,ExpirationAlertsOLD/Expiration Alert Sent Date,RecMetadataPermit/Date Created,RecMetadataPermit/Created By Email,RecMetadataPermit/Date Last Updated,RecMetadataPermit/Last Updated By Email
D0LoXwEZTtyUhPmSmkgv0Q,,SFWMD Water Management Permitting,,20250304,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
qzYOaVZKR-C54XKd5C4mWw,,SFWMD Water Use Permitting,,20250304,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
LNOXYnzDSoWIIWJ63eoklA,,Site Development Permit,,20250304,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
zDoN70pmTW6miBm6xKmLVg,250702-54627,SFWMD Drainage Permitting,,20250403,,2025-07-02T00:00:00.000Z,2025-08-01T00:00:00.000Z,2025-11-07T17:00:00.000Z,2025-12-05T00:00:00.000Z,2026-01-13T00:00:00.000Z,,,,,,2025-08-16T00:00:00.000Z,,,2025-08-22T00:00:00.000Z,2025-09-15T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-13T22:07:00.428Z,Shelly@qainc.net
MsnqB4rjRjyEmWmVPJQHQA,,SFWMD Water Use Permitting,,20250403,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
qIK-va4nT-GJz.dvK66mng,SITC-054646-2025,Site Development Permit,,20250403,,2025-07-02T00:00:00.000Z,2025-08-01T00:00:00.000Z,2025-11-06T17:00:00.000Z,2026-01-06T00:00:00.000Z,2026-01-15T00:00:00.000Z,2026-02-05T00:00:00.000Z,,,,,2025-08-16T00:00:00.000Z,,,2025-08-22T00:00:00.000Z,2025-09-15T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-05T17:48:12.503Z,Shelly@qainc.net
7w3WKUySTu6RE7DiHWJY4Q,830300361,Limited Review Development Order,,20250404,,2025-08-13T00:00:00.000Z,,,,,,,Project ON HOLD due to Client Financial issues.,,,2025-09-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-20T16:49:29.752Z,Frank@qainc.net
0oc5tK1ARjW8.fbww638UA,,Administrative Deviation,,20250406,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
MyDxPFm7R4e6PFSHMOWmVQ,,SFWMD Water Management Permitting,,20250406,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
KpChwgbZRWGzSNogv0RFkg,,SFWMD Water Use Permitting,,20250406,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
vHLSwB5DTBWOGY1jUcW-YA,,Site Development Permit,,20250406,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
sy4AkOMcSruQfGIAgaeyyA,,SFWMD Water Management Permitting,,20250408,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
DQJS9xDSSfe7D4vvUFPsbg,,Site Development Permit,,20250408,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
2QMY29F4SrWqYoB9uniGjA,,DEP Sewer,,20250409,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
a-xV4KRoZT9S03mmUjytEpw,,DEP Water,,20250409,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
wfQ9cCRqRGusWzkL7MS1Jw,,Platting Permitting,,20250409,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
3hkVeNy5TJqsqqahWDqGHg,,SFWMD Water Management Permitting,,20250409,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
1XfhKOzKQYmmTKyc03eSQQ,,Site Development Permit,,20250409,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
5aryn60zSBupZxZGDjfQUg,ADD2025-00160,Administrative Zoning Amendment,,20250503,2026-01-13T00:00:00.000Z,2025-07-29T00:00:00.000Z,,2025-12-22T00:00:00.000Z,,,2026-02-05T00:00:00.000Z,,ADD was resubmitted to Lee County 12/22/2025. Adam Mendez is last reviewer outstanding.  Call placed 1/20/2026,,,2025-09-12T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-05T18:49:37.078Z,Shelly@qainc.net
a1CWkRe2RD603CTPt6DZqw,,DEP Sewer,,20250503,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
a.fdLhcgpQeGIj0WVr3xHlw,,DEP Water,,20250503,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
C9iHLyeXRUS1Zws0Bfg0tQ,,SFWMD Water Management Permitting,,20250503,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
iXh6TnjKTmCtso2LA0yFMg,,Site Development Permit,,20250503,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
LXZAcjgWRne7nmH4axGmcQ,260114-60721,SFWMD Minor Modification,,20250508,,2026-01-14T00:00:00.000Z,2026-02-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-17T13:06:10.068Z,Shelly@qainc.net
3IX4-CGIRIqI462mciaurA,,Site Development Permit,,20250508,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,,,,,,,"City of Bonita Springs submittal: waiting on Final Architectural plans, Civil and LA plans and DO applications",,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-27T22:19:53.919Z,Shelly@qainc.net
pG7hDSDvTAquGS9gcL41xQ,,Utility - New Project,,20250508,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
eNjvGYoqQ-mjGstlyR9o1w,25-104 LED,Utility Permitting,FGUA,20250509S,,2025-09-19T16:00:00.000Z,2026-01-07T00:00:00.000Z,2026-01-14T00:00:00.000Z,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-14T15:54:38.258Z,Sharon@qainc.net
dqPcLxJeT1SvMNmzTzI.sA,,LAMSID Drainage Permit,,20250509S,,2025-08-15T00:00:00.000Z,,,,,2025-09-16T00:00:00.000Z,,,,,2025-09-29T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-12T19:12:16.628Z,Shelly@qainc.net
qv7AeEtpQbCeMd07-6Cb4Q,,Notice of Intent (NOI),,20250509S,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
fH7FERmMQY6ZeX8sMdujiA,,SFWMD 10/2,,20250509S,,,,,,,2025-07-31T16:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
5Sb20qHyRb-bD4OALbBffg,DOS2025-00118,Site Development Permit,,20250509S,,2025-07-31T00:00:00.000Z,2025-09-10T16:00:00.000Z,2025-11-07T17:00:00.000Z,2025-12-02T17:00:00.000Z,2025-12-09T00:00:00.000Z,2025-12-31T00:00:00.000Z,2031-12-28T00:00:00.000Z,,,,2025-09-14T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-05T19:34:12.663Z,Shelly@qainc.net
R--Ek.zVRGWsIgmgm0-XDA,LDO2025-00421,Limited Review Development Order,,20250601,,2025-06-30T00:00:00.000Z,2025-08-01T00:00:00.000Z,,,,2025-10-13T00:00:00.000Z,2031-12-16T00:00:00.000Z,,,,2025-08-14T00:00:00.000Z,,,2025-08-22T00:00:00.000Z,2025-09-15T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-12-16T14:17:55.951Z,Al@qainc.net
jafRgQTJRCyOOhJzYe0iSA,LDO2025-00423,Limited Review Development Order,,20250601,,2025-06-30T00:00:00.000Z,2025-08-01T00:00:00.000Z,,,,2025-10-13T00:00:00.000Z,2031-12-01T00:00:00.000Z,,,,2025-08-14T00:00:00.000Z,,,2025-08-22T00:00:00.000Z,2025-09-15T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-12-16T14:18:35.958Z,Al@qainc.net
vktcY6-LTpCVAmFey-2vMg,927438 / 43011939.057,SFWMD Drainage Permitting,,20250603,,2025-10-01T16:00:00.000Z,2025-10-31T16:00:00.000Z,2025-11-24T17:00:00.000Z,,,2026-02-05T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-05T20:25:55.129Z,Shelly@qainc.net
00JlOOPhTP-z4N-4wibMHA,,SFWMD Water Use Permitting,,20250603,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
JQYzTcrQQc6jtCjB2R8FwA,,Site Development Permit,,20250603,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
nTbcpPi0QliaNJVCnSv6wQ,,DEP Sewer,,20250606,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
IJ7WsdZ5TYC2NmHlBz1qaQ,,SFWMD 10/2,,20250606,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
uLxGY62wR7CJR01i0ZfguA,PL20260001430,Site Development Permit,,20250606,2026-02-06T00:00:00.000Z,2026-02-09T00:00:00.000Z,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-09T15:24:56.899Z,Sharon@qainc.net
tsjmdjkURpa0-VpJFgT6dg,,FDOT Drainage Exemption Permitting,,20250609,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Q9-pvXX5RRygaK9J.2o.Yg,,LAMSID Drainage Permit,,20250609,,2025-08-26T16:00:00.000Z,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
M3qZaH7kQcSYalqoz62Nxg,,SFWMD 10/2,,20250609,,2025-08-22T16:00:00.000Z,,,,,2025-08-22T16:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
kYbRlOjuTqeAXoxkI4cuKQ,,SFWMD Water Use Permitting,,20250609,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
JnDVFrq7SiK.qVHcJQyj.g,DOS2025-00119,Site Development Permit,,20250609,,2025-08-13T00:00:00.000Z,2025-09-23T16:00:00.000Z,,,,,,,,,2025-09-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
iOQbwl.0RJKGAPAHPpKGzg,,SFWMD Water Management Permitting,,20250611S,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
pNRx1McXRoyMfaeS2bJ1KA,,Site Development Minor Change,,20250611S,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
65myr5g7TKiA3k-d4vzy5Q,,SFWMD 10/2,,20250702,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
FEf4UroUTFSRiccXQFFl3Q,SITC-057122-2025,Site Development Permit,,20250702,,2025-10-01T16:00:00.000Z,2025-12-03T00:00:00.000Z,,,,,,Site meeting set for 1/29 with Nicole and Carl (City of FM) on comments.,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-20T18:06:10.852Z,Frank@qainc.net
AGGTH6BjQCmfSJwf5LdJWw,"251118-59293
",SFWMD Drainage Permitting,,20250704,,2025-11-18T17:00:00.000Z,2025-12-18T00:00:00.000Z,,,,,,,,,,Alert Removed,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-09T15:28:20.196Z,Shelly@qainc.net
joWY--8XQF6GVWtcJEWRCw,DOS2025-00173,Site Development Permit,,20250704,,2025-11-24T17:00:00.000Z,2025-12-22T00:00:00.000Z,,,,,,,,,,Alert Removed,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-12-22T18:32:28.526Z,Shelly@qainc.net
rIXOI9x3QKmkb4VSropPtw,,Tall Structures Permitting - Port Authority,,20250704,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
1POnPLA8Trqd2wRp1VusMA,,Utility - Fee Quote,,20250704,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
kDMRt92TQiiNrysHVTXHPw,,Administrative Zoning Amendment,,20250801,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
c5b1xfXTRlSOTvxCXAYvnQ,,SFWMD 10/2,,20250801,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
AChSsdieQ--1EP-8sreiwA,,Site Development Permit,,20250801,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ACWqvIYWSvWAttYRa0nt9w,,Administrative Deviation,,20250802,,,,,,,,,Administrative Parking Reduction submitted with SDPA package.  This is processed concurrently with SDPA,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-26T12:49:32.156Z,Frank@qainc.net
7x6HgyohQBCcjspBJKoQ9A,,DEP Sewer,,20250802,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
9Giiz1KZTY22FmE2L77Efw,,DEP Water,,20250802,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
72RGyYg5Tzu3rlUKsRp0QA,251208-59874,SFWMD Drainage Permitting,,20250802,,2025-12-08T00:00:00.000Z,2026-01-07T00:00:00.000Z,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-08T13:18:05.702Z,Shelly@qainc.net
AOcMzU3wSeCSirxhBxDq0A,PL20250008912,Site Development Permit,,20250802,,2025-12-22T00:00:00.000Z,2026-03-04T00:00:00.000Z,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-03-04T14:04:47.633Z,Shelly@qainc.net
XLy7Hh1GQei7g4X8uPNBQA,,,,20240303,,,,,,,,,,,,,,,,,,,,,2025-11-07T19:03:27.295Z,Al@qainc.net,2025-11-07T19:03:27.295Z,Al@qainc.net
dchTZaE9RHafwD4AggBieA,,Administrative Deviation,,20170404,,2025-01-01T00:00:00.000Z,,,,,,2025-11-13T00:00:00.000Z,,,Alert Removed,,,,,,,,Alert Removed,,2025-11-11T15:48:31.575Z,Al@qainc.net,2025-12-11T14:28:51.603Z,Al@qainc.net
BR7bswKyQV6ldJhzRFq.iw,LDO2020-00470-AO1,Limited Review Development Order,,20230203,,2023-11-09T05:00:00.000Z,2024-01-25T05:00:00.000Z,2024-02-28T17:00:00.000Z,,2024-04-29T16:00:00.000Z,2025-05-30T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T14:21:18.000Z,Sharon@qainc.net,2025-11-13T14:21:18.000Z,Sharon@qainc.net
ajcuANaqS2OLpe5oItEUbg,ADD2025-00239,Administrative Zoning Amendment,,20230203,,2025-11-03T05:00:00.000Z,2025-11-26T17:00:00.000Z,2025-12-16T00:00:00.000Z,2026-01-21T00:00:00.000Z,2026-02-25T00:00:00.000Z,,,,,,,,Alert Removed,,,,,,,2025-11-13T14:21:48.000Z,Sharon@qainc.net,2026-02-25T21:08:27.141Z,Sharon@qainc.net
nvEEAXk1S5224tn.c0ugmQ,LDO2020-00470-A02,Site Development Amendment,LDO AMENDMENT,20230203,,2025-10-28T04:00:00.000Z,,,,,2025-12-10T00:00:00.000Z,,,,,,,,,,,,,,2025-11-13T14:22:38.000Z,Sharon@qainc.net,2025-12-10T18:25:07.867Z,Shelly@qainc.net
iTf.6xxhRYK.qBzgwo.xSQ,ADD2020-00010,Administrative Zoning Amendment,,20160704,,2020-01-28T05:00:00.000Z,,,,,2020-03-26T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:11:27.000Z,Sharon@qainc.net,2025-11-13T17:11:27.000Z,Sharon@qainc.net
Hm.3PV5pQSW8uCiGaIE9Eg,DOS2019-00126,Site Development Permit,,20160704,,2019-09-05T04:00:00.000Z,2020-01-16T05:00:00.000Z,2020-03-04T05:00:00.000Z,,,2020-03-27T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:13:07.000Z,Sharon@qainc.net,2025-11-13T17:13:07.000Z,Sharon@qainc.net
MHlRnYWyQ02A-nbFjkZUHg,,Utility - Fee Quote,LCU2019-00103,20160704,,2024-01-11T05:00:00.000Z,,,,,2024-03-27T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:14:07.000Z,Sharon@qainc.net,2025-11-13T17:14:07.000Z,Sharon@qainc.net
dTvszEhEQ8OHbep-sHlNRg,LCU2019-00103,Utility - New Project,,20160704,,2024-04-09T04:00:00.000Z,2024-04-22T04:00:00.000Z,2024-05-24T04:00:00.000Z,,,2024-04-29T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:15:37.000Z,Sharon@qainc.net,2025-11-13T17:15:37.000Z,Sharon@qainc.net
8Wpz48wiTn-NrWa2V4Sgrg,190917-1823/36-05136-P,SFWMD Major Modification,,20160704,,2019-09-17T04:00:00.000Z,2019-09-30T04:00:00.000Z,2019-09-30T04:00:00.000Z,,,2019-10-11T04:00:00.000Z,2024-10-11T04:00:00.000Z,,,,,,,,,,,Alert Removed,,2025-11-13T17:18:17.000Z,Sharon@qainc.net,2025-11-13T17:18:17.000Z,Sharon@qainc.net
i9ef08hBSHq5VUUsmaYKaw,190903-9/36-09243-W,SFWMD Water Use Permitting,IRRIGATION,20160704,,2019-09-03T04:00:00.000Z,,,,,2019-09-16T04:00:00.000Z,2039-09-06T04:00:00.000Z,,,,,,,,,,,,,2025-11-13T17:22:47.000Z,Sharon@qainc.net,2025-11-13T17:22:47.000Z,Sharon@qainc.net
dL0VU-6FS4WU8Q3LJojZiA,,Tall Structures Permitting - FAA,,20160704,,2024-03-12T04:00:00.000Z,,,,,2024-05-29T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:24:07.000Z,Sharon@qainc.net,2025-11-13T17:24:07.000Z,Sharon@qainc.net
6GdiVJJPQ3CQiyoIwefZcQ,,Tall Structures Permitting - Port Authority,,20160704,,2024-04-29T04:00:00.000Z,,,,,2024-05-23T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:24:57.000Z,Sharon@qainc.net,2025-11-13T17:24:57.000Z,Sharon@qainc.net
A9EvwUDLQiSJuausNF2-8Q,,Site Development Minor Change,DOS2019-00126-M02,20160704,,2025-03-25T04:00:00.000Z,,,,,2025-04-18T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:26:07.000Z,Sharon@qainc.net,2025-11-13T17:26:07.000Z,Sharon@qainc.net
iLyvVJgMQXyIc1xMRUlIMQ,,Utility - Closeout,LCU2019-00103,20160704,,2025-05-16T04:00:00.000Z,2025-06-06T04:00:00.000Z,2025-06-25T04:00:00.000Z,,,2025-07-28T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:27:37.000Z,Sharon@qainc.net,2025-11-13T17:27:37.000Z,Sharon@qainc.net
Dl9pZ1DfQ3y3Rkd-dKeyvA,ADD2025-00137,Administrative Zoning Amendment,,20160704,,2025-06-25T04:00:00.000Z,2025-07-28T04:00:00.000Z,2025-07-30T04:00:00.000Z,,2025-08-11T04:00:00.000Z,,,,,,,,,,,,,,,2025-11-13T17:28:37.000Z,Sharon@qainc.net,2025-11-13T17:28:37.000Z,Sharon@qainc.net
JRfmFnoLS2e77fzxy8ZjWA,190917-1823/36-05136-P,SFWMD Certification,,20160704,,2025-09-16T04:00:00.000Z,,,,,,,,,,,,,,,,,,,2025-11-13T17:30:07.000Z,Sharon@qainc.net,2025-11-13T17:30:07.000Z,Sharon@qainc.net
bM4DiaQtRlCGvWyIaPfguQ,,Project Certification - Site,DOS2019-00126,20160704,,2025-08-15T04:00:00.000Z,2025-08-20T04:00:00.000Z,2025-09-12T04:00:00.000Z,,,2025-09-16T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T17:31:27.000Z,Sharon@qainc.net,2025-11-13T17:31:27.000Z,Sharon@qainc.net
ayU5J2m4TbiDyR2G2QK.dw,DOS2019-00094-M01,Site Development Minor Change,,20180505,,2025-10-02T04:00:00.000Z,2025-11-18T00:00:00.000Z,,,,,,,,,,,,,,,,,,2025-11-13T18:30:47.000Z,Sharon@qainc.net,2025-12-03T13:09:36.121Z,Shelly@qainc.net
9QvkKQdCQ9Wc9czsXcZ.JQ,,SFWMD Certification,,20190101,,2025-09-15T04:00:00.000Z,,,,,,,,,Alert Removed,,,,,,,,,,2025-11-13T18:38:37.000Z,Sharon@qainc.net,2025-11-13T18:38:37.000Z,Sharon@qainc.net
a.tWQhujNSDuzmZxc7STkYQ,,Project Certification - Site,,20190101,,2025-09-16T00:00:00.000Z,,,,,2025-09-29T00:00:00.000Z,,,,,,,,,,,,,,2025-11-13T18:39:07.000Z,Sharon@qainc.net,2026-01-21T13:40:02.138Z,Shelly@qainc.net
jJYT-w9cRHqfzOgK5xdRRQ,125562-557-DSGP/02 ,DEP Water,,20190503,,2025-04-17T04:00:00.000Z,,,,,2025-05-22T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T18:48:47.000Z,Sharon@qainc.net,2025-11-13T18:48:47.000Z,Sharon@qainc.net
EnRpHVu0Q7q48sNclo.OgQ,48072-085-DWC/CM ,DEP Sewer,,20190503,,2025-04-17T04:00:00.000Z,,,,,2025-05-22T04:00:00.000Z,,,,,,,,,,,,,,2025-11-13T18:49:37.000Z,Sharon@qainc.net,2025-11-13T18:49:37.000Z,Sharon@qainc.net
a.uNbHBzqQn-5BDVcYyrPxw,SUR2025-00088,Surety Bonding,,20231109,,2025-08-27T04:00:00.000Z,,,,,2025-10-27T04:00:00.000Z,,,,,,,,,,,,,,2025-11-14T11:02:43.000Z,Sharon@qainc.net,2025-11-14T11:02:43.000Z,Sharon@qainc.net
vSnz399BRqeWrs1Cgf6Mkw,,Miscellaneous Permitting,CERTIFICATION TO DIG,20240908,,2025-08-26T00:00:00.000Z,,,,,2025-12-09T00:00:00.000Z,,,,,,,,,,,,,,2025-11-14T11:07:23.000Z,Sharon@qainc.net,2025-12-09T13:10:15.568Z,Shelly@qainc.net
hLmihrW.TJW9Vyv8Hkjd8g,926499 / 43018991.003,SFWMD Drainage Permitting,,20241105,,2025-09-18T04:00:00.000Z,,2025-12-11T00:00:00.000Z,,,2026-02-06T00:00:00.000Z,2031-02-06T00:00:00.000Z,Waiting on SWFWMD permit issuance. Called reviewer and placed multiple emails for status update.,,,,,,,,,,,,2025-11-14T12:08:03.000Z,Sharon@qainc.net,2026-02-09T12:59:15.212Z,Shelly@qainc.net
xVBuKn4rTo2UdNYyDeOdsw,PSDP-25-04136,Site Development Permit,,20241105,,2025-10-14T04:00:00.000Z,2025-12-17T00:00:00.000Z,2026-02-26T00:00:00.000Z,,,,,waiting on North Port Utilities confirmation of Private Force Main connection and pump station.,,,,,,,,,,,,2025-11-14T12:08:23.000Z,Sharon@qainc.net,2026-02-26T16:52:02.388Z,Shelly@qainc.net
yFI5sGorTp2Fpd4q.czGag,PLS-25-04508,Lot Split,,20241105,,2025-11-11T05:00:00.000Z,2026-01-21T00:00:00.000Z,2026-02-11T00:00:00.000Z,,,2026-02-18T00:00:00.000Z,, ,,,,,,,,,,,,2025-11-14T12:08:53.000Z,Sharon@qainc.net,2026-02-18T19:12:45.154Z,Shelly@qainc.net
7nebosV0S8ibTZREeqSUuw,20250930837 DUMPSTER,Administrative Deviation,DUMPSTER,20250603,,2025-09-15T04:00:00.000Z,,,,,2026-01-20T00:00:00.000Z,,request was denied - we resubmitted,,Alert Removed,,,,,,,,,,2025-11-14T12:41:43.000Z,Sharon@qainc.net,2026-01-20T16:46:29.484Z,Sharon@qainc.net
dLk1G8bkQvCCVq9nb2OWiw,SWP-25-00088,Stormwater Permit,,20250603,,2025-10-03T04:00:00.000Z,2025-10-27T04:00:00.000Z,2025-11-17T17:00:00.000Z,,,2025-11-19T17:00:00.000Z,,,,,,,,,,,,,,2025-11-14T12:42:43.000Z,Sharon@qainc.net,2025-11-14T12:42:43.000Z,Sharon@qainc.net
